HSISID,Name,Address1,Address2,City,State,PostalCode,PhoneNumber,RestaurantOpenDate,FacilityType,permitID,Latitude,Longitude,MatchType,MatchScore,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,CensusCbsaFips,CensusCbsaMicro,CensusMcdFips,CensusMetDivFips,CensusMsaFips,CensusPlaceFips
4092010685,St. Augustine's University Cafeteria,1315 Oakwood Ave,,RALEIGH,NC,27610-2247,(919) 821-7646,10/17/1991,Restaurant,2625,35.7882905,-78.6191555,Relaxed,97.33727811,1002,1,506,183,37,39580,0,92612,,480,
4092110088,Willow Spring Elem.Cafet.,6800 DWIGHT ROWLAND RD,,WILLOW SPRING,NC,27592-9342,(919) 557-2957,8/6/1992,Public School Lunchrooms,2628,35.5933377,-78.7284306,Exact,100,2011,2,531.09,183,37,39580,0,92056,,480,
4092020607,DOMINOS PIZZA #8940,1368 N MAIN ST,,FUQUAY-VARINA,NC,27526-2617,(919) 557-5551,5/20/1994,Food Stand,2631,35.5907682,-78.7753277,Exact,100,1000,1,531.07,183,37,39580,0,92056,,480,
4092011065,Hong Kong Restaurant,12287 Capital BLVD,,WAKE FOREST,NC,27587-6200,(919) 556-9505,3/30/1992,Restaurant,2634,35.9809011,-78.5409245,Relaxed,97.33727811,1044,1,542.03,183,37,39580,0,93880,,480,
4092013029,PNC CLUB KITCHEN,1400 EDWARDS MILL RD,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,10/28/1999,Restaurant,2649,35.8030614,-78.7234095,Exact,100,1055,1,524.01,183,37,39580,0,92036,,480,
4092011623,El Rodeo Mexican Restaurant,4112 PLEASANT VALLEY RD,,RALEIGH,NC,27612-6256,(919) 571-1188,1/10/1995,Restaurant,2665,35.8604623,-78.7046855,Exact,100,1012,1,537.26,183,37,39580,0,91548,,480,
4092013028,PNC Arena Main Kitchen,1400 EDWARDS MILL RD,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,10/28/1999,Restaurant,2672,35.8030614,-78.7234095,Exact,100,1055,1,524.01,183,37,39580,0,92036,,480,
4092010426,Kroger #305 Deli,6300 CREEDMOOR RD,,RALEIGH,NC,27612-6730,(919) 870-6028,5/9/1991,Restaurant,2675,35.8718794,-78.6784841,Exact,100,2004,2,537.15,183,37,39580,0,91548,,480,
4092010495,Milton`s Pizza House,8853 SIX FORKS RD,,RALEIGH,NC,27615-2970,(919) 847-0604,5/9/1991,Restaurant,2676,35.90030513,-78.65202409,Exact,100,1000,1,537.23,183,37,39580,0,91548,,480,
4092012900,Los Tres Vaqueros,7909-109 FALLS OF NEUSE RD,,RALEIGH,NC,27615-3348,(919) 846-6666,3/26/1999,Restaurant,2679,35.89330024,-78.62599606,Exact,100,2022,2,538.08,183,37,39580,0,90164,,480,
4092110066,Fuquay Elementary Cafeteria,6600 JOHNSON POND RD,,FUQUAY-VARINA,NC,27526-9036,(919) 557-2578,9/16/1991,Public School Lunchrooms,2683,35.602824,-78.7582383,Exact,100,1039,1,531.09,183,37,39580,0,92056,,480,
4092012901,Links Grille At Lochmere,2511 KILDAIRE FARM RD,,CARY,NC,27511-9611,(919) 851-0611,3/29/1999,Restaurant,2694,35.7229762,-78.7680205,Relaxed,97.33727811,1005,1,530.05,183,37,39580,0,93200,,480,
4092110067,Fuquay Senior High Cafeteria,201 BENGAL DR,,FUQUAY-VARINA,NC,27526-1603,,9/16/1991,Public School Lunchrooms,2700,35.5980003,-78.7945496,Relaxed,94.08284024,1041,1,531.05,183,37,39580,0,92056,,480,
4092021272,Moe`s Southwest Grill,4325 Glenwood Ave,Suite 2037,RALEIGH,NC,27612,(919) 235-4550,5/1/2004,Food Stand,2702,35.8384923,-78.6753449,Exact,100,2020,2,525.05,183,37,39580,0,91548,,480,
4092021282,WalMart #5254 Deli,2114 S Main St,,WAKE FOREST,NC,27587,(919) 562-2921,7/15/2004,Food Stand,2705,35.952075,-78.5350372,Relaxed,97.33727811,1029,1,542.06,183,37,39580,0,93880,,480,
4092050026,St Mary Magdalene School Cafeteria,625 Magdala PL,,APEX,NC,27502,(919) 657-4800 ext. 298,8/13/2004,Private School Lunchrooms,2706,35.7247093,-78.8744482,Exact,100,2041,2,534.14,183,37,39580,0,93984,,480,
4092020916,Papa John`s #619,5260 Capital Blv,,RALEIGH,NC,27616-3232,(919) 872-7575,1/14/2000,Food Stand,2708,35.8581468,-78.5801819,Relaxed,97.33727811,1012,1,540.15,183,37,39580,0,92228,,480,
4092021114,Mudcats Pantry,1501 NC 39 Hwy,,ZEBULON,NC,27597,(919) 269-2287,4/1/2002,Food Stand,2727,35.81401572,-78.26859721,Relaxed,94.08284024,5014,5,543.02,183,37,39580,0,91868,,6640,76220
4092012102,CARRABBA'S ITALIAN GRILL #3420,4821 CAPITAL BLVD,,RALEIGH,NC,27616-4483,(919) 871-0001,8/18/1997,Restaurant,2749,35.8525384,-78.581436,Relaxed,97.33727811,1013,1,540.18,183,37,39580,0,92228,,480,
4092013502,Lowes Foods #184 (Deli),5400 Apex Peakway,,APEX,NC,27502,(919) 363-5376,1/8/2002,Restaurant,2754,35.7368432,-78.865365,Relaxed;Soundex,92.7380312,1054,1,534.15,183,37,39580,0,93984,,480,
4092013768,Ruby Tuesday`s,1260 N Main St,,FUQUAY-VARINA,NC,27526,(919) 557-0341,2/24/2003,Restaurant,2774,35.5913008,-78.7811114,Exact,100,2000,2,531.07,183,37,39580,0,92056,,480,
4092020870,Papa John`s Pizza,9611 Strickland Rd,,RALEIGH,NC,27615,(919) 676-7272,4/7/1999,Food Stand,2803,35.9010875,-78.6561641,Relaxed,97.33727811,1001,1,537.23,183,37,39580,0,91548,,480,
4092021288,Harris Teeter #43 Meat Market & Seafood,3638 Rogers Rd,,WAKE FOREST,NC,27587,(919) 562-9521,8/3/2004,Food Stand,2811,35.9446405,-78.5048265,Relaxed,97.33727811,3019,3,542.1,183,37,39580,0,93880,,480,
4092014108,Tonys Bourbon Street Oyster Bar,107 Edinburgh South,Ste 129,CARY,NC,27511,(919) 462-6226,8/6/2004,Restaurant,2813,35.74026881,-78.79819099,Relaxed,94.67455621,2011,2,535.09,183,37,39580,0,90536,,480,
4092013297,Willow Creek Exxon,1133 OLD HONEYCUTT RD,,FUQUAY-VARINA,NC,27526-8923,(919) 577-6361,3/8/2001,Restaurant,2816,35.5833357,-78.75761891,Relaxed,98.99408284,2000,2,531.08,183,37,39580,0,92056,,480,
4092160068,FALLS RIVER COURT (FOOD SERVICE),1130 FALLS RIVER  AVE,,RALEIGH,NC,27614,(919) 844-2499,1/29/2009,Institutional Food Service,2818,35.9068319,-78.5870573,Relaxed,97.33727811,4000,4,540.13,183,37,39580,0,92228,,480,
4092021564,LOWES FOODS #239 DELI,932 GATEWAY COMMONS CIR,,WAKE FOREST,NC,27587,(919) 554-0537,3/3/2009,Food Stand,2819,35.9673282,-78.4951778,Relaxed,97.33727811,1004,1,542.08,183,37,39580,0,93880,,480,
4092300207,Kroger #371 Meat Market,1371 EAST BROAD STREET,,FUQUAY-VARINA,NC,27526-1966,(919) 567-7423,8/21/2002,Meat Market,2827,35.5956593,-78.7756505,Exact,100,1034,1,531.05,183,37,39580,0,92056,,480,
4092013673,Goodberry`s,11736 Retail Dr,,WAKE FOREST,NC,27587-7349,(919) 554-2875,10/1/2002,Restaurant,2829,35.9675857,-78.5423891,Relaxed,97.33727811,1005,1,542.07,183,37,39580,0,93880,,480,
4092013746,Jersey Mike`s Subs,200 W Peace St,Suite 140,RALEIGH,NC,27603,(919) 832-7972,1/14/2003,Restaurant,2831,35.7886618,-78.641934,Relaxed,97.33727811,1017,1,504,183,37,39580,0,92612,,480,
4092021167,Harris Teeter #21 Deli,501 Oberlin Rd,,RALEIGH,NC,27605,(919) 828-9216,1/31/2003,Food Stand,2832,35.7905825,-78.6632631,Relaxed,97.33727811,3000,3,512,183,37,39580,0,92612,,480,
4092021200,Thomas Brooks Park,111 Brooks Park Ln,,CARY,NC,27519,(919) 621-8410,6/23/2003,Food Stand,2838,35.785409,-78.779645,Exact,100,4018,4,535.17,183,37,39580,0,90536,,480,
4092021193,Harris Teeter #112 Meat Market/Seafood,270 Grande Heights Dr,,CARY,NC,27513,(919) 460-4326,6/24/2003,Food Stand,2839,35.8047157,-78.7805682,Exact,100,2014,2,535.2,183,37,39580,0,90536,,480,
4092021108,Lowes Foods #184 Meat/Seafood,5400 Apex Peakway,,APEX,NC,27502,(919) 363-5376,1/8/2002,Food Stand,2849,35.7368432,-78.865365,Relaxed;Soundex,92.7380312,1054,1,534.15,183,37,39580,0,93984,,480,
4092013504,Serendipity Gourmet Deli,118 S ACADEMY ST,,CARY,NC,27511-3302,(919) 469-1655,1/24/2002,Restaurant,2850,35.7867501,-78.7815267,Exact,100,1007,1,535.07,183,37,39580,0,90536,,480,
4092110076,Wendell Elem School Cafeteria,3355 WENDELL BLVD,,WENDELL,NC,27591-7289,(919) 365-2668,10/28/1991,Public School Lunchrooms,2855,35.7854197,-78.3722765,Relaxed,97.33727811,1053,1,544.04,183,37,39580,0,91992,,480,
4092110122,Centennial Campus Middle Sch. Cafeteria,1900 MAIN CAMPUS DR,,RALEIGH,NC,27606-3700,(919) 852-5882,7/21/2000,Public School Lunchrooms,2872,35.7629255,-78.6795913,Exact,100,1022,1,523.02,183,37,39580,0,93200,,480,
4092021001,Food Lion #649 Deli,2720 LAKE WHEELER RD,,RALEIGH,NC,27603-5861,(919) 755-3856,7/1/2000,Food Stand,2877,35.7440814,-78.680576,Exact,100,3030,3,523.02,183,37,39580,0,93200,,480,
4092021127,Papa John`s,3591 MAITLAND DR,Suite 5,RALEIGH,NC,27610-1239,(919) 250-0101,6/11/2002,Food Stand,2880,35.7972515,-78.5804643,Relaxed,97.33727811,3023,3,527.06,183,37,39580,0,92792,,480,
4092110133,Ballentine Elem. Sch. Cafeteria,1651 N McLaurin Ln,,FUQUAY-VARINA,NC,27526,(919) 557-1140,8/6/2002,Public School Lunchrooms,2883,35.6135944,-78.7728086,Exact,100,1043,1,531.09,183,37,39580,0,92056,,480,
4092012022,Burger King #10439,1566 Benson RD,,GARNER,NC,27529-4642,(919) 661-7120,3/17/1997,Restaurant,2887,35.6844265,-78.6044867,Relaxed,97.33727811,3000,3,528.08,183,37,39580,0,92788,,480,
4092020751,Kroger #357 Seafood,940 Us 64 Hwy,,APEX,NC,27502,(919) 380-1422,10/4/1996,Food Stand,2888,35.74436068,-78.82388321,Relaxed,89.05325444,1026,1,534.18,183,37,39580,0,93984,,480,
4092012211,Tasca Brava,607 GLENWOOD AVE,,RALEIGH,NC,27603-1223,(919) 828-0840,3/4/1998,Restaurant,2890,35.7877991,-78.6475722,Relaxed,97.33727811,2001,2,503,183,37,39580,0,92612,,480,
4092011812,BURGER KING #6563,12301 Capital BLVD,,WAKE FOREST,NC,27587-7485,(919) 556-3585,1/16/1996,Restaurant,2905,35.9820383,-78.5394342,Relaxed,97.33727811,1044,1,542.03,183,37,39580,0,93880,,480,
4092020775,Kroger #324 Seafood,2680 TIMBER DR,,GARNER,NC,27529-2571,(919) 661-8400,2/26/1997,Food Stand,2911,35.7160507,-78.6367909,Relaxed,97.33727811,1020,1,528.02,183,37,39580,0,92788,,480,
4092011875,Goodberry`s,9700 STRICKLAND RD,,RALEIGH,NC,27615-1939,(919) 676-8580,5/17/1996,Restaurant,2929,35.9022134,-78.6569596,Relaxed,97.33727811,1018,1,538.07,183,37,39580,0,90164,,480,
4092300104,Kroger #355 Meat Market,350 E SIX FORKS RD,,RALEIGH,NC,27609-7879,(919) 832-2110,7/19/1996,Meat Market,2930,35.8197552,-78.6280237,Relaxed,97.33727811,3019,3,527.01,183,37,39580,0,92612,,480,
4092011678,McDonald`s #14961,4413 Capital BLVD,,RALEIGH,NC,27604-4314,(919) 878-0155,4/22/1995,Restaurant,2935,35.8441342,-78.5805314,Relaxed,97.33727811,3001,3,527.04,183,37,39580,0,92228,,480,
4092013568,Bob Evan`s #427,8001 BRIER CREEK Pky,,RALEIGH,NC,27617-7596,(919) 806-3396,4/17/2002,Restaurant,2942,35.9109808,-78.7815966,Exact,100,2002,2,536.1,183,37,39580,0,90576,,480,
4092013613,Backyard Burgers #1130,13250 Strickland RD,,RALEIGH,NC,27613,(919) 847-7098,7/10/2002,Restaurant,2950,35.9076553,-78.7264618,Exact,100,1029,1,537.21,183,37,39580,0,91772,,480,
4092013291,Biscuitville # 169,605 STELLATA DR,,FUQUAY-VARINA,NC,27526-1946,(919) 577-6380,3/1/2001,Restaurant,2967,35.591412,-78.781986,Exact,100,2001,2,531.07,183,37,39580,0,92056,,480,
4092013947,Subway,809 E Williams St,,APEX,NC,27502,(919) 632-1102,11/13/2002,Restaurant,2995,35.7221963,-78.8440931,Relaxed,97.33727811,2037,2,534.18,183,37,39580,0,93984,,480,
4092300108,Kroger #357 Meat Market,940 Us 64 Hwy E,,APEX,NC,27502,(919) 380-1422,10/4/1996,Meat Market,2998,35.711653,-78.81965,Exact,100,2009,2,534.2,183,37,39580,0,93984,,480,
4092011802,Five Star,511 W HARGETT ST,,RALEIGH,NC,27603-1851,(919) 833-3311,12/4/1995,Restaurant,3004,35.7783646,-78.6465445,Relaxed,97.33727811,1083,1,501,183,37,39580,0,92612,,480,
4092110128,Washington Elem. School Cafeteria,1000 FAYETTEVILLE ST,,RALEIGH,NC,27601-2525,(919) 856-7965,9/19/2001,Public School Lunchrooms,3017,35.7673124,-78.6438118,Relaxed,97.33727811,2009,2,509,183,37,39580,0,92612,,480,
4092010095,Bull And Bear,5442 SIX FORKS RD,,RALEIGH,NC,27609-4436,(919) 847-3617,5/2/1991,Restaurant,3023,35.8549909,-78.6405974,Relaxed,97.33727811,1007,1,526.02,183,37,39580,0,91548,,480,
4092013637,Tacos Mexico Restaurant,209 E Williams St,,APEX,NC,27502,(919) 362-8074,8/12/2002,Restaurant,3028,35.7266897,-78.851669,Exact,100,2026,2,534.18,183,37,39580,0,93984,,480,
4092013654,CiCi`s Pizza #413,12516 Capital,Ste 101,WAKE FOREST,NC,27587-7487,(919) 556-0117,9/4/2002,Restaurant,3029,35.9859356,-78.5327058,Relaxed,91.42011834,2003,2,542.06,183,37,39580,0,93880,,480,
4092011809,BURGER KING #756,340 E SIX FORKS RD,,RALEIGH,NC,27609-7828,(919) 829-1237,1/5/1996,Restaurant,3047,35.820342,-78.6267392,Relaxed,97.33727811,3019,3,527.01,183,37,39580,0,92612,,480,
4092011817,BURGER KING #6010,7300 CREEDMOOR RD,,RALEIGH,NC,27613-1637,(919) 846-9002,1/23/1996,Restaurant,3048,35.8865786,-78.6790671,Exact,100,2009,2,537.22,183,37,39580,0,91548,,480,
4092013618,Subway #4331,9101 LEESVILLE RD,,RALEIGH,NC,27613-4091,(919) 847-3559,6/12/2002,Restaurant,3060,35.896774,-78.7254184,Exact,100,2001,2,537.25,183,37,39580,0,91772,,480,
4092021160,BJ`S Warehouse Deli,255 Shenstone Blv,,GARNER,NC,27529,(919) 661-3781,10/25/2002,Food Stand,3065,35.6911022,-78.5805427,Relaxed,97.33727811,4016,4,528.08,183,37,39580,0,92788,,480,
4092013904,Barnes &amp; Noble Cafe #2171,8431 Brier Creek Pky,,RALEIGH,NC,27617,(919) 484-9903,9/25/2003,Restaurant,3071,35.9061222,-78.7838378,Exact,100,2002,2,536.1,183,37,39580,0,90576,,480,
4092014078,Chuck E Cheese,3501-131 Capital Blv,,RALEIGH,NC,27604,(919) 850-9241,6/24/2004,Restaurant,3078,35.82783582,-78.58692951,Relaxed,98.99408284,1020,1,527.05,183,37,39580,0,92792,,480,
4092013841,Humble Pie,317 S Harrington St,,RALEIGH,NC,27603,(919) 829-9222,7/2/2003,Restaurant,3098,35.776316,-78.6449757,Relaxed,97.33727811,1085,1,501,183,37,39580,0,92612,,480,
4092110071,Lincoln Heights Elem. Cafeteria,307 BRIDGE ST,,FUQUAY-VARINA,NC,27526-1805,(919) 557-2592,9/16/1991,Public School Lunchrooms,3102,35.5900848,-78.8096719,Exact,100,1013,1,531.06,183,37,39580,0,92056,,480,
4092013767,Bojangles # 31,10610 Durant Rd,,RALEIGH,NC,27614,(919) 870-8002,2/18/2003,Restaurant,3104,35.9058706,-78.591219,Relaxed,97.33727811,1051,1,540.13,183,37,39580,0,92228,,480,
4092013846,The Point,1626 Glenwood Ave,,RALEIGH,NC,27609,(919) 755-1007,6/24/2003,Restaurant,3110,35.8034001,-78.645366,Relaxed,97.33727811,2023,2,518,183,37,39580,0,92612,,480,
4092013867,Chili`s Grill And Bar #953,8341 Brier Creek Pky,,RALEIGH,NC,27617,(919) 405-7100,7/25/2003,Restaurant,3111,35.9077724,-78.7849474,Exact,100,2002,2,536.1,183,37,39580,0,90576,,480,
4092011967,Agriculture Bldg. Snack Bar,2 W EDENTON ST,,RALEIGH,NC,27601-1020,(919) 733-7203,11/19/1996,Restaurant,3112,35.7816214,-78.6394702,Relaxed,97.33727811,1040,1,501,183,37,39580,0,92612,,480,
4092110089,Creech Road Elem. Cafeteria,450 CREECH RD,,GARNER,NC,27529-2908,(919) 662-2359,9/10/1992,Public School Lunchrooms,3115,35.7149844,-78.5998738,Relaxed,97.33727811,2019,2,528.03,183,37,39580,0,92788,,480,
4092020739,Kroger #342 Seafood,1273 NW MAYNARD RD,,CARY,NC,27513-8726,(919) 380-9955,7/17/1996,Food Stand,3131,35.7855104,-78.8121457,Exact,100,2030,2,535.23,183,37,39580,0,90536,,480,
4092012212,Starbucks #8270,7498 CREEDMOOR RD,,RALEIGH,NC,27613-1664,(919) 846-0633,3/25/1998,Restaurant,3140,35.8878704,-78.6782015,Relaxed,97.33727811,2009,2,537.22,183,37,39580,0,91548,,480,
4092013020,La Farm Bakery,4248 NW CARY PKY,,CARY,NC,27513-8478,(919) 465-2349,10/13/1999,Restaurant,3142,35.7906426,-78.8275434,Exact,100,1036,1,535.23,183,37,39580,0,90536,,480,
4092013236,Sage Cafe,2805 Highwoods Blv,,RALEIGH,NC,27604-1002,(919) 872-3500,11/27/2000,Restaurant,3143,35.8190594,-78.600853,Relaxed,97.33727811,2013,2,527.05,183,37,39580,0,92792,,480,
4092013505,Subway,2444 Old Apex Rd,,CARY,NC,27513,(919) 467-3898,1/25/2002,Restaurant,3153,35.80541,-78.797679,Exact,100,1035,1,535.22,183,37,39580,0,90536,,480,
4092013794,Subway #1880,3225 Avent Ferry Rd,,RALEIGH,NC,27606,(919) 859-2121,5/23/2003,Restaurant,3158,35.7667386,-78.695656,Relaxed,97.33727811,2000,2,523.01,183,37,39580,0,92612,,480,
4092013467,Abyssinia Ethiopian Restaurant,2109-146 AVENT FERRY RD,,RALEIGH,NC,27606-2198,(919) 664-8151,11/30/2001,Restaurant,3169,35.77965713,-78.67630385,Exact,100,1007,1,523.02,183,37,39580,0,92612,,480,
4092012994,Sullivans Steak House,414 GLENWOOD AVE,STE 103,RALEIGH,NC,27603-1365,(919) 833-2888,8/9/1999,Restaurant,3184,35.7856592,-78.6467352,Relaxed,97.33727811,2007,2,503,183,37,39580,0,92612,,480,
4092010274,Franks Pizza Restaurant,2030 NEW BERN AVE,,RALEIGH,NC,27610-2429,(919) 230-8990,4/25/1991,Restaurant,3188,35.7787142,-78.6056238,Relaxed,97.33727811,2007,2,520.01,183,37,39580,0,92612,,480,
4092010795,Watkins Grill,1625 Wake Forest Rd,,RALEIGH,NC,27604-1332,(919) 834-0467,5/1/1991,Restaurant,3193,35.8017765,-78.6251893,Relaxed,97.33727811,1016,1,504,183,37,39580,0,92612,,480,
4092160042,Cary Health &amp; Rehab Food Service,6590 Tryon Rd,,CARY,NC,27511,(919) 851-8000,6/13/2003,Institutional Food Service,3199,35.7435691,-78.7659362,Relaxed,97.33727811,4026,4,535.06,183,37,39580,0,90536,,480,
4092013627,China Wok,2753 NC Hwy 55,,CARY,NC,27519,(919) 387-9599,7/19/2002,Restaurant,3252,35.78605717,-78.87120012,Exact,100,3000,3,534.12,183,37,39580,0,93984,,480,
4092020824,Harris Teeter #200 Deli/Bakery,2741 NC Hwy 55,,CARY,NC,27502,(919) 363-3677,12/8/1997,Food Stand,3269,35.78561493,-78.87125513,Exact,100,3000,3,534.12,183,37,39580,0,93984,,480,
4092011061,Chick-fil-A,1815 WALNUT ST,,CARY,NC,27511-9201,(919) 233-1691,3/24/1992,Restaurant,3270,35.7600193,-78.7423648,Relaxed,97.33727811,1028,1,530.03,183,37,39580,0,93200,,480,
4092014085,HOOTERS,1001 CLAREN CIR,,MORRISVILLE,NC,27560,(919) 469-2900,7/13/2004,Restaurant,3281,35.8565158,-78.8229822,Exact,100,1071,1,536.09,183,37,39580,0,90576,,480,
4092110147,Knightdale High School Cafeteria,100 Bryan Chalk Ln,,KNIGHTDALE,NC,27545,(919) 217-5375,7/26/2004,Public School Lunchrooms,3284,35.8105844,-78.4768202,Relaxed,97.33727811,1016,1,541.12,183,37,39580,0,92792,,6640,36080
4092016327,VILLAGE DELI &amp; GRILL,909 AVIATION PKWY,,MORRISVILLE,NC,27560-8487,(919) 462-6191,1/2/2013,Restaurant,3289,35.8356778,-78.8139524,Exact,100,1090,1,536.09,183,37,39580,0,90576,,480,
4092020040,Circle K # 8621,4400 Louisburg Rd,,RALEIGH,NC,27616-4335,(919) 790-9099,5/7/1991,Food Stand,3294,35.8425506,-78.5730558,Relaxed,97.33727811,4005,4,541.04,183,37,39580,0,92792,,480,
4092090004,Wendell Senior Nutrition Site,323 LAKE DR,,WENDELL,NC,27591-9492,,5/1/1991,Elderly Nutrition Sites (catered),3295,35.7789282,-78.3654928,Relaxed,97.33727811,1021,1,544.02,183,37,39580,0,91992,,480,
4092021582,HARRIS TEETER #311 DELI,324 VILLAGE WALK   DR,,HOLLY SPRINGS,NC,27540,(919) 552-1596,9/10/2009,Food Stand,3302,35.6398833,-78.8392065,Exact,100,1000,1,532.06,183,37,39580,0,91524,,480,
4092021105,Lip Service,311 ASHVILLE AVE,,CARY,NC,27511-6668,(919) 859-8100,12/10/2001,Food Stand,3314,35.7379062,-78.7849376,Relaxed,97.33727811,1016,1,535.09,183,37,39580,0,90536,,480,
4092013482,The Piper`s Tavern,8304 FALLS OF NEUSE RD,,RALEIGH,NC,27615-3416,(919) 676-7413,1/2/2002,Restaurant,3316,35.8945677,-78.6198159,Relaxed,97.33727811,2001,2,540.11,183,37,39580,0,92228,,480,
4092013487,Starbucks,3023-101 Capital,,RALEIGH,NC,27604,(919) 875-8760,1/11/2002,Restaurant,3317,35.82154001,-78.59177995,Relaxed,93.07692308,1029,1,527.05,183,37,39580,0,92792,,480,
4092013541,China One,661 CARY TOWNE BLVD,,CARY,NC,27511-4219,(919) 461-0088,2/28/2002,Restaurant,3320,35.7764802,-78.7663736,Relaxed,97.33727811,3000,3,535.17,183,37,39580,0,90536,,480,
4092300206,Lowes Foods #189 Meat Market,3001 Widewaters Pky,,KNIGHTDALE,NC,27545,(217) 918-4,8/20/2002,Meat Market,3324,35.7951173,-78.5051553,Relaxed,97.33727811,2007,2,541.15,183,37,39580,0,92792,,6640,36080
4092013641,California Pizza Kitchen,5959 Triangle Town Center RD,Ste 2121,RALEIGH,NC,27616,(919) 792-0333,8/9/2002,Restaurant,3325,35.863033,-78.535615,Exact,100,1016,1,541.04,183,37,39580,0,92228,,480,
4092110141,Salem Middle School Cafeteria,6150 Old Jenks Rd,,APEX,NC,27523,(919) 387-2181,7/30/2003,Public School Lunchrooms,3348,35.75828555,-78.84901795,Exact,100,3024,3,534.09,183,37,39580,0,93984,,480,
4092110090,Pleasant Union Elem.School Cafet.,1900 PLEASANT UNION CHURCH RD,,RALEIGH,NC,27614-7103,(919) 870-4230,8/20/1992,Public School Lunchrooms,3350,35.9502938,-78.6727293,Relaxed,97.33727811,1047,1,538.04,183,37,39580,0,90164,,480,
4092010593,Adventure Landing,3311 Capital BLVD,,RALEIGH,NC,27604-3339,(919) 872-1688,5/2/1991,Restaurant,3352,35.8252607,-78.5878517,Relaxed,97.33727811,1020,1,527.05,183,37,39580,0,92792,,480,
4092021584,HARRIS TEETER #331 PRODUCE,3430 TEN TEN RD,,CARY,NC,27518,(919) 387-8272,9/24/2009,Food Stand,3380,35.7019045,-78.7927698,Exact,100,1002,1,534.21,183,37,39580,0,93200,,480,
4092015492,PEPPERS MARKET,2107 GRACE PARK DR,,MORRISVILLE,NC,27560,(919) 380-7002,10/21/2009,Restaurant,3383,35.8211136,-78.8465233,Relaxed,97.33727811,1075,1,536.07,183,37,39580,0,90576,,480,
4092016261,SUBWAY,1561 E WILLIAMS ST,,APEX,NC,27539,(919) 367-7785,9/18/2012,Restaurant,3385,35.7067503,-78.8353349,Exact,100,2023,2,534.2,183,37,39580,0,93984,,480,
4092016262,BROOKS STREET BOWL,413 BROOKS  ST,,WAKE FOREST,NC,27587,(919) 488-1651,9/19/2012,Restaurant,3386,35.9741883,-78.5087582,Relaxed,97.33727811,1036,1,542.05,183,37,39580,0,93880,,480,
4092013624,Target Café,2021 WALNUT ST,,CARY,NC,27511-9205,(919) 233-4451 ext. 300,7/9/2002,Restaurant,3401,35.7577887,-78.738607,Relaxed,97.33727811,1031,1,530.03,183,37,39580,0,93200,,480,
4092013106,Sawmill Tap Room,7701 LEAD MINE RD,,RALEIGH,NC,27615-4829,(919) 845-7889,1/14/2000,Restaurant,3430,35.8850088,-78.6603241,Relaxed,97.33727811,4004,4,537.22,183,37,39580,0,91548,,480,
4092013835,Starbucks Coffee,125 Weston Pky,,CARY,NC,27513,(919) 677-6104,7/10/2003,Restaurant,3434,35.8269981,-78.7711562,Relaxed,97.33727811,2039,2,535.12,183,37,39580,0,90536,,480,
4092013743,Shaba Shabu,3080 Wake Forest Rd,,RALEIGH,NC,27609,(919) 501-7755,12/31/2002,Restaurant,3453,35.8233197,-78.6204208,Relaxed,97.33727811,3016,3,527.01,183,37,39580,0,92612,,480,
4092013707,Homegrown Pizza,4928 Linksland Dr,,HOLLY SPRINGS,NC,27540,(919) 577-5575,11/8/2002,Restaurant,3475,35.6574808,-78.8105906,Exact,100,2036,2,532.03,183,37,39580,0,91524,,480,
4092010649,brb,118 E SOUTH ST,,RALEIGH,NC,27601-2341,(919) 836-8817,4/3/1991,Restaurant,3489,35.7707836,-78.6377656,Relaxed,97.33727811,1015,1,509,183,37,39580,0,92612,,480,
4092010760,Toot N Tell Restaurant,903 W GARNER RD,,GARNER,NC,27529-3007,(919) 772-2616,4/3/1991,Restaurant,3490,35.7112139,-78.6148795,Relaxed,97.33727811,2026,2,528.03,183,37,39580,0,92788,,480,
4092013346,BROOKDALE OF NORTH RALEIGH FOOD SERVICE,1200 Carlos Dr,,RALEIGH,NC,27609,(919) 334-2220,7/5/2001,Restaurant,3525,35.8639731,-78.6184782,Relaxed,97.33727811,1009,1,540.04,183,37,39580,0,92228,,480,
4092014805,Mizu Sushi Steak Seafood,10750 Wakefield Commons DR,Ste 101,RALEIGH,NC,27614,(919) 453-2875,3/23/2007,Restaurant,3529,35.9419559,-78.5412304,Relaxed,97.33727811,1084,1,542.08,183,37,39580,0,93880,,480,
4092020817,"Lowes Foods # 162 Meat, Seafood, and Sausages",6430 TRYON RD,,CARY,NC,27511-7050,(919) 859-9335,9/11/1997,Food Stand,3541,35.7455991,-78.761556,Relaxed,97.33727811,3011,3,535.05,183,37,39580,0,90536,,480,
4092110135,Myrtle Underwood Elem.Sch.Cafeteria,1614 Glenwood Ave,,RALEIGH,NC,27608,(919) 856-7663,8/4/2003,Public School Lunchrooms,3542,35.8023473,-78.6451818,Relaxed,97.33727811,2023,2,518,183,37,39580,0,92612,,480,
4092013897,First China,6452 Tryon Rd,,CARY,NC,27518,(919) 852-5858,9/3/2003,Restaurant,3544,35.7455991,-78.761556,Relaxed,97.33727811,3011,3,535.05,183,37,39580,0,90536,,480,
